insee_code,commune_name,department_code,region_code,display_name,is_arrondissement
10286,Petit-Mesnil,10,44,Petit-Mesnil (10),False
39415,Petit-Noir,39,27,Petit-Noir (39),False
33320,Petit-Palais-et-Cornemps,33,75,Petit-Palais-et-Cornemps (33),False
57535,Petit-Réderching,57,44,Petit-Réderching (57),False
57536,Petit-Tenquin,57,44,Petit-Tenquin (57),False
02784,Petit-Verly,02,32,Petit-Verly (02),False
25451,Petite-Chaux,25,27,Petite-Chaux (25),False
59459,Petite-Forêt,59,32,Petite-Forêt (59),False
57537,Petite-Rosselle,57,44,Petite-Rosselle (57),False
97405,Petite-Île,974,04,Petite-Île (974),False
90078,Petitefontaine,90,27,Petitefontaine (90),False
90079,Petitmagny,90,27,Petitmagny (90),False
54421,Petitmont,54,44,Petitmont (54),False
14499,Petiville,14,28,Petiville (14),False
76499,Petiville,76,28,Petiville (76),False
85174,Petosse,85,52,Petosse (85),False
2A211,Petreto-Bicchisano,2A,94,Petreto-Bicchisano (2A),False
57538,Pettoncourt,57,44,Pettoncourt (57),False
54422,Pettonville,54,44,Pettonville (54),False
33321,Peujard,33,75,Peujard (33),False
29159,Peumerit,29,53,Peumerit (29),False
22169,Peumerit-Quintin,22,53,Peumerit-Quintin (22),False
62654,Peuplingues,62,32,Peuplingues (62),False
53178,Peuton,53,52,Peuton (53),False
55403,Peuvillers,55,44,Peuvillers (55),False
12179,Peux-et-Couffouleux,12,76,Peux-et-Couffouleux (12),False
11281,Pexiora,11,76,Pexiora (11),False
54423,Pexonne,54,44,Pexonne (54),False
40222,Pey,40,75,Pey (40),False
06095,Peymeinade,06,93,Peymeinade (06),False
13072,Peynier,13,93,Peynier (13),False
13073,Peypin,13,93,Peypin (13),False
84090,Peypin-d'Aigues,84,93,Peypin-d'Aigues (84),False
23150,Peyrabout,23,75,Peyrabout (23),False
87116,Peyrat-de-Bellac,87,75,Peyrat-de-Bellac (87),False
23151,Peyrat-la-Nonière,23,75,Peyrat-la-Nonière (23),False
87117,Peyrat-le-Château,87,75,Peyrat-le-Château (87),False
65357,Peyraube,65,76,Peyraube (65),False
07174,Peyraud,07,84,Peyraud (07),False
40223,Peyre,40,75,Peyre (40),False
48009,Peyre en Aubrac,48,76,Peyre en Aubrac (48),False
32314,Peyrecave,32,76,Peyrecave (32),False
11282,Peyrefitte-du-Razès,11,76,Peyrefitte-du-Razès (11),False
11283,Peyrefitte-sur-l'Hers,11,76,Peyrefitte-sur-l'Hers (11),False
81207,Peyregoux,81,76,Peyregoux (81),False
40224,Peyrehorade,40,75,Peyrehorade (40),False
12180,Peyreleau,12,76,Peyreleau (12),False
19164,Peyrelevade,19,75,Peyrelevade (19),False
64446,Peyrelongue-Abos,64,75,Peyrelongue-Abos (64),False
30194,Peyremale,30,76,Peyremale (30),False
11284,Peyrens,11,76,Peyrens (11),False
66138,Peyrestortes,66,76,Peyrestortes (66),False
65358,Peyret-Saint-André,65,76,Peyret-Saint-André (65),False
11286,Peyriac-Minervois,11,76,Peyriac-Minervois (11),False
11285,Peyriac-de-Mer,11,76,Peyriac-de-Mer (11),False
01293,Peyriat,01,84,Peyriat (01),False
01294,Peyrieu,01,84,Peyrieu (01),False
24324,Peyrignac,24,75,Peyrignac (24),False
65359,Peyriguère,65,76,Peyriguère (65),False
87118,Peyrilhac,87,75,Peyrilhac (87),False
46219,Peyrilles,46,76,Peyrilles (46),False
26231,Peyrins,26,84,Peyrins (26),False
19165,Peyrissac,19,75,Peyrissac (19),False
31414,Peyrissas,31,76,Peyrissas (31),False
47204,Peyrière,47,75,Peyrière (47),False
81208,Peyrole,81,76,Peyrole (81),False
11287,Peyrolles,11,76,Peyrolles (11),False
30195,Peyrolles,30,76,Peyrolles (30),False
13074,Peyrolles-en-Provence,13,93,Peyrolles-en-Provence (13),False
04148,Peyroules,04,93,Peyroules (04),False
65360,Peyrouse,65,76,Peyrouse (65),False
31415,Peyrouzet,31,76,Peyrouzet (31),False
04149,Peyruis,04,93,Peyruis (04),False
65361,Peyrun,65,76,Peyrun (65),False
26232,Peyrus,26,84,Peyrus (26),False
15151,Peyrusse,15,84,Peyrusse (15),False
32315,Peyrusse-Grande,32,76,Peyrusse-Grande (32),False
32316,Peyrusse-Massas,32,76,Peyrusse-Massas (32),False
32317,Peyrusse-Vieille,32,76,Peyrusse-Vieille (32),False
12181,Peyrusse-le-Roc,12,76,Peyrusse-le-Roc (12),False
31416,Peyssies,31,76,Peyssies (31),False
24326,Peyzac-le-Moustier,24,75,Peyzac-le-Moustier (24),False
01295,Peyzieux-sur-Saône,01,84,Peyzieux-sur-Saône (01),False
11288,Pezens,11,76,Pezens (11),False
41175,Pezou,41,24,Pezou (41),False
24327,Pezuls,24,75,Pezuls (24),False
72234,Pezé-le-Robert,72,52,Pezé-le-Robert (72),False
68255,Pfaffenheim,68,44,Pfaffenheim (68),False
67373,Pfalzweyer,67,44,Pfalzweyer (67),False
68256,Pfastatt,68,44,Pfastatt (68),False
68257,Pfetterhouse,68,44,Pfetterhouse (68),False
67375,Pfulgriesheim,67,44,Pfulgriesheim (67),False
90080,Phaffans,90,27,Phaffans (90),False
59462,Phalempin,59,32,Phalempin (59),False
57540,Phalsbourg,57,44,Phalsbourg (57),False
57541,Philippsbourg,57,44,Philippsbourg (57),False
40225,Philondenx,40,75,Philondenx (40),False
54424,Phlin,54,44,Phlin (54),False
66141,Pia,66,76,Pia (66),False
72235,Piacé,72,52,Piacé (72),False
2A212,Piana,2A,94,Piana (2A),False
2B213,Pianello,2B,94,Pianello (2B),False
2B214,Piano,2B,94,Piano (2B),False
2A215,Pianottoli-Caldarello,2A,94,Pianottoli-Caldarello (2A),False
2B216,Piazzali,2B,94,Piazzali (2B),False
2B217,Piazzole,2B,94,Piazzole (2B),False
57542,Piblange,57,44,Piblange (57),False
31417,Pibrac,31,76,Pibrac (31),False
39418,Picarreau,39,27,Picarreau (39),False
50400,Picauville,50,28,Picauville (50),False
21483,Pichanges,21,27,Pichanges (21),False
63279,Picherande,63,84,Picherande (63),False
80622,Picquigny,80,32,Picquigny (80),False
2B222,Pie-d'Orezza,2B,94,Pie-d'Orezza (2B),False
48015,Pied-de-Borne,48,76,Pied-de-Borne (48),False
2B218,Piedicorte-di-Gaggio,2B,94,Piedicorte-di-Gaggio (2B),False
2B219,Piedicroce,2B,94,Piedicroce (2B),False
2B220,Piedigriggio,2B,94,Piedigriggio (2B),False
2B221,Piedipartino,2B,94,Piedipartino (2B),False
27455,Piencourt,27,28,Piencourt (27),False
54425,Piennes,54,44,Piennes (54),False
80623,Piennes-Onvillers,80,32,Piennes-Onvillers (80),False
06096,Pierlas,06,93,Pierlas (06),False
87119,Pierre-Buffière,87,75,Pierre-Buffière (87),False
38304,Pierre-Châtel,38,84,Pierre-Châtel (38),False
77361,Pierre-Levée,77,11,Pierre-Levée (77),False
51430,Pierre-Morains,51,44,Pierre-Morains (51),False
54427,Pierre-Percée,54,44,Pierre-Percée (54),False
89297,Pierre-Perthuis,89,27,Pierre-Perthuis (89),False
71351,Pierre-de-Bresse,71,27,Pierre-de-Bresse (71),False
54426,Pierre-la-Treiche,54,44,Pierre-la-Treiche (54),False
71350,Pierreclos,71,27,Pierreclos (71),False
70409,Pierrecourt,70,27,Pierrecourt (70),False
76500,Pierrecourt,76,28,Pierrecourt (76),False
06097,Pierrefeu,06,93,Pierrefeu (06),False
83091,Pierrefeu-du-Var,83,93,Pierrefeu-du-Var (83),False
12182,Pierrefiche,12,76,Pierrefiche (12),False
48112,Pierrefiche,48,76,Pierrefiche (48),False
76501,Pierrefiques,76,28,Pierrefiques (76),False
19166,Pierrefitte,19,75,Pierrefitte (19),False
23152,Pierrefitte,23,75,Pierrefitte (23),False
79209,Pierrefitte,79,75,Pierrefitte (79),False
88347,Pierrefitte,88,44,Pierrefitte (88),False
65362,Pierrefitte-Nestalas,65,76,Pierrefitte-Nestalas (65),False
14500,Pierrefitte-en-Auge,14,28,Pierrefitte-en-Auge (14),False
60490,Pierrefitte-en-Beauvaisis,60,32,Pierrefitte-en-Beauvaisis (60),False
14501,Pierrefitte-en-Cinglais,14,28,Pierrefitte-en-Cinglais (14),False
55404,Pierrefitte-sur-Aire,55,44,Pierrefitte-sur-Aire (55),False
03207,Pierrefitte-sur-Loire,03,84,Pierrefitte-sur-Loire (03),False
41176,Pierrefitte-sur-Sauldre,41,24,Pierrefitte-sur-Sauldre (41),False
45251,Pierrefitte-ès-Bois,45,24,Pierrefitte-ès-Bois (45),False
60491,Pierrefonds,60,32,Pierrefonds (60),False
25453,Pierrefontaine-les-Varans,25,27,Pierrefontaine-les-Varans (25),False
25452,Pierrefontaine-lès-Blamont,25,27,Pierrefontaine-lès-Blamont (25),False
15152,Pierrefort,15,84,Pierrefort (15),False
80624,Pierregot,80,32,Pierregot (80),False
26235,Pierrelatte,26,84,Pierrelatte (26),False
95488,Pierrelaye,95,11,Pierrelaye (95),False
26236,Pierrelongue,26,84,Pierrelongue (26),False
02599,Pierremande,02,32,Pierremande (02),False
62655,Pierremont,62,32,Pierremont (62),False
52388,Pierremont-sur-Amance,52,44,Pierremont-sur-Amance (52),False
02600,Pierrepont,02,32,Pierrepont (02),False
14502,Pierrepont,14,28,Pierrepont (14),False
54428,Pierrepont,54,44,Pierrepont (54),False
88348,Pierrepont-sur-l'Arentèle,88,44,Pierrepont-sur-l'Arentèle (88),False
04151,Pierrerue,04,93,Pierrerue (04),False
34201,Pierrerue,34,76,Pierrerue (34),False
28298,Pierres,28,24,Pierres (28),False
76502,Pierreval,76,28,Pierreval (76),False
04152,Pierrevert,04,93,Pierrevert (04),False
50401,Pierreville,50,28,Pierreville (50),False
54429,Pierreville,54,44,Pierreville (54),False
57543,Pierrevillers,57,44,Pierrevillers (57),False
44123,Pierric,44,52,Pierric (44),False
51431,Pierry,51,44,Pierry (51),False
2B225,Pietra-di-Verde,2B,94,Pietra-di-Verde (2B),False
2B224,Pietracorbara,2B,94,Pietracorbara (2B),False
2B223,Pietralba,2B,94,Pietralba (2B),False
2B226,Pietraserena,2B,94,Pietraserena (2B),False
2B227,Pietricaggio,2B,94,Pietricaggio (2B),False
2A228,Pietrosella,2A,94,Pietrosella (2A),False
2B229,Pietroso,2B,94,Pietroso (2B),False
64447,Piets-Plasence-Moustrou,64,75,Piets-Plasence-Moustrou (64),False
11289,Pieusse,11,76,Pieusse (11),False
89298,Piffonds,89,27,Piffonds (89),False
2B231,Pigna,2B,94,Pigna (2B),False
34202,Pignan,34,76,Pignan (34),False
83092,Pignans,83,93,Pignans (83),False
02601,Pignicourt,02,32,Pignicourt (02),False
63280,Pignols,63,84,Pignols (63),False
18179,Pigny,18,24,Pigny (18),False
62656,Pihem,62,32,Pihem (62),False
62657,Pihen-lès-Guînes,62,32,Pihen-lès-Guînes (62),False
2A232,Pila-Canale,2A,94,Pila-Canale (2A),False
16260,Pillac,16,75,Pillac (16),False
39419,Pillemoine,39,27,Pillemoine (39),False
55405,Pillon,55,44,Pillon (55),False
40226,Pimbo,40,75,Pimbo (40),False
89299,Pimelles,89,27,Pimelles (89),False
39420,Pimorin,39,27,Pimorin (39),False
60492,Pimprez,60,32,Pimprez (60),False
70410,Pin,70,27,Pin (70),False
31418,Pin-Balma,31,76,Pin-Balma (31),False
65363,Pinas,65,76,Pinas (65),False
42171,Pinay,42,84,Pinay (42),False
72236,Pincé,72,52,Pincé (72),False
86191,Pindray,86,75,Pindray (86),False
47205,Pindères,47,75,Pindères (47),False
47206,Pinel-Hauterive,47,75,Pinel-Hauterive (47),False
34203,Pinet,34,76,Pinet (34),False
33324,Pineuilh,33,75,Pineuilh (33),False
10287,Piney,10,44,Piney (10),False
2B233,Pino,2B,94,Pino (2B),False
43151,Pinols,43,84,Pinols (43),False
02602,Pinon,02,32,Pinon (02),False
31421,Pins-Justaret,31,76,Pins-Justaret (31),False
46220,Pinsac,46,76,Pinsac (46),False
31420,Pinsaguel,31,76,Pinsaguel (31),False
65364,Pintac,65,76,Pintac (65),False
27456,Pinterville,27,28,Pinterville (27),False
55406,Pintheville,55,44,Pintheville (55),False
2B234,Piobetta,2B,94,Piobetta (2B),False
2B235,Pioggiola,2B,94,Pioggiola (2B),False
84091,Piolenc,84,93,Piolenc (84),False
23154,Pionnat,23,75,Pionnat (23),False
63281,Pionsat,63,84,Pionsat (63),False
35219,Pipriac,35,53,Pipriac (35),False
82140,Piquecos,82,76,Piquecos (82),False
01296,Pirajoux,01,84,Pirajoux (01),False
25454,Pirey,25,27,Pirey (25),False
44125,Piriac-sur-Mer,44,52,Piriac-sur-Mer (44),False
72237,Pirmil,72,52,Pirmil (72),False
50403,Pirou,50,28,Pirou (50),False
35220,Piré-Chancé,35,53,Piré-Chancé (35),False
32318,Pis,32,76,Pis (32),False
17278,Pisany,17,75,Pisany (17),False
95489,Piscop,95,11,Piscop (95),False
27457,Piseux,27,28,Piseux (27),False
38307,Pisieu,38,84,Pisieu (38),False
