insee_code,commune_name,department_code,region_code,display_name,is_arrondissement
72008,Arnage,72,52,Arnage (72),False
52019,Arnancourt,52,44,Arnancourt (52),False
69013,Arnas,69,84,Arnas (69),False
31018,Arnaud-Guilhem,31,76,Arnaud-Guilhem (31),False
09016,Arnave,09,76,Arnave (09),False
54022,Arnaville,54,44,Arnaville (54),False
21023,Arnay-le-Duc,21,27,Arnay-le-Duc (21),False
21024,Arnay-sous-Vitteaux,21,27,Arnay-sous-Vitteaux (21),False
26012,Arnayon,26,84,Arnayon (26),False
08021,Arnicourt,08,44,Arnicourt (08),False
27020,Arnières-sur-Iton,27,28,Arnières-sur-Iton (27),False
64048,Arnos,64,75,Arnos (64),False
95019,Arnouville,95,11,Arnouville (95),False
78020,Arnouville-lès-Mantes,78,11,Arnouville-lès-Mantes (78),False
59018,Arnèke,59,32,Arnèke (59),False
65028,Arné,65,76,Arné (65),False
64047,Arnéguy,64,75,Arnéguy (64),False
88013,Aroffe,88,44,Aroffe (88),False
39018,Aromas,39,27,Aromas (39),False
53008,Aron,53,52,Aron (53),False
64049,Aroue-Ithorots-Olhaïby,64,75,Aroue-Ithorots-Olhaïby (64),False
70028,Aroz,70,27,Aroz (70),False
30014,Arpaillargues-et-Aureillac,30,76,Arpaillargues-et-Aureillac (30),False
91021,Arpajon,91,11,Arpajon (91),False
15012,Arpajon-sur-Cère,15,84,Arpajon-sur-Cère (15),False
26013,Arpavon,26,84,Arpavon (26),False
70029,Arpenans,70,27,Arpenans (70),False
18013,Arpheuilles,18,24,Arpheuilles (18),False
36008,Arpheuilles,36,24,Arpheuilles (36),False
03007,Arpheuilles-Saint-Priest,03,84,Arpheuilles-Saint-Priest (03),False
30015,Arphy,30,76,Arphy (30),False
53009,Arquenay,53,52,Arquenay (53),False
11015,Arques,11,76,Arques (11),False
12010,Arques,12,76,Arques (12),False
62040,Arques,62,32,Arques (62),False
76026,Arques-la-Bataille,76,28,Arques-la-Bataille (76),False
11016,Arquettes-en-Val,11,76,Arquettes-en-Val (11),False
58012,Arquian,58,27,Arquian (58),False
80028,Arquèves,80,32,Arquèves (80),False
54023,Arracourt,54,44,Arracourt (54),False
56003,Arradon,56,53,Arradon (56),False
57027,Arraincourt,57,44,Arraincourt (57),False
91022,Arrancourt,91,11,Arrancourt (91),False
02024,Arrancy,02,32,Arrancy (02),False
55013,Arrancy-sur-Crusnes,55,44,Arrancy-sur-Crusnes (55),False
21025,Arrans,21,27,Arrans (21),False
62041,Arras,62,32,Arras (62),False
65029,Arras-en-Lavedan,65,76,Arras-en-Lavedan (65),False
07015,Arras-sur-Rhône,07,84,Arras-sur-Rhône (07),False
64050,Arrast-Larrebieu,64,75,Arrast-Larrebieu (64),False
64051,Arraute-Charritte,64,75,Arraute-Charritte (64),False
54024,Arraye-et-Han,54,44,Arraye-et-Han (54),False
65247,Arrayou-Lahitte,65,76,Arrayou-Lahitte (65),False
30016,Arre,30,76,Arre (30),False
65031,Arreau,65,76,Arreau (65),False
10009,Arrelles,10,44,Arrelles (10),False
10010,Arrembécourt,10,44,Arrembécourt (10),False
65032,Arrens-Marsous,65,76,Arrens-Marsous (65),False
10011,Arrentières,10,44,Arrentières (10),False
88014,Arrentès-de-Corcieux,88,44,Arrentès-de-Corcieux (88),False
80029,Arrest,80,32,Arrest (80),False
08022,Arreux,08,44,Arreux (08),False
57029,Arriance,57,44,Arriance (57),False
64052,Arricau-Bordes,64,75,Arricau-Bordes (64),False
64053,Arrien,64,75,Arrien (64),False
09017,Arrien-en-Bethmale,09,76,Arrien-en-Bethmale (09),False
30017,Arrigas,30,76,Arrigas (30),False
51016,Arrigny,51,44,Arrigny (51),False
2A022,Arro,2A,94,Arro (2A),False
65034,Arrodets,65,76,Arrodets (65),False
65033,Arrodets-ez-Angles,65,76,Arrodets-ez-Angles (65),False
14021,Arromanches-les-Bains,14,28,Arromanches-les-Bains (14),False
03008,Arronnes,03,84,Arronnes (03),False
95023,Arronville,95,11,Arronville (95),False
64054,Arros-de-Nay,64,75,Arros-de-Nay (64),False
64056,Arrosès,64,75,Arrosès (64),False
09018,Arrout,09,76,Arrout (09),False
32010,Arrouède,32,76,Arrouède (32),False
57030,Arry,57,44,Arry (57),False
80030,Arry,80,32,Arry (80),False
23006,Arrènes,23,75,Arrènes (23),False
16018,Ars,16,75,Ars (16),False
23007,Ars,23,75,Ars (23),False
57031,Ars-Laquenexy,57,44,Ars-Laquenexy (57),False
17019,Ars-en-Ré,17,75,Ars-en-Ré (17),False
63011,Ars-les-Favets,63,84,Ars-les-Favets (63),False
01021,Ars-sur-Formans,01,84,Ars-sur-Formans (01),False
57032,Ars-sur-Moselle,57,44,Ars-sur-Moselle (57),False
33012,Arsac,33,75,Arsac (33),False
43010,Arsac-en-Velay,43,84,Arsac-en-Velay (43),False
40011,Arsague,40,75,Arsague (40),False
70030,Arsans,70,27,Arsans (70),False
10012,Arsonval,10,44,Arsonval (10),False
39020,Arsure-Arsurette,39,27,Arsure-Arsurette (39),False
60024,Arsy,60,32,Arsy (60),False
54025,Art-sur-Meurthe,54,44,Art-sur-Meurthe (54),False
65035,Artagnan,65,76,Artagnan (65),False
08023,Artaise-le-Vivier,08,44,Artaise-le-Vivier (08),False
71012,Artaix,71,27,Artaix (71),False
65036,Artalens-Souin,65,76,Artalens-Souin (65),False
37006,Artannes-sur-Indre,37,24,Artannes-sur-Indre (37),False
49011,Artannes-sur-Thouet,49,52,Artannes-sur-Thouet (49),False
38015,Artas,38,84,Artas (38),False
40012,Artassenx,40,75,Artassenx (40),False
01022,Artemare,01,84,Artemare (01),False
02025,Artemps,02,32,Artemps (02),False
45008,Artenay,45,24,Artenay (45),False
74021,Arthaz-Pont-Notre-Dame,74,84,Arthaz-Pont-Notre-Dame (74),False
58013,Arthel,58,27,Arthel (58),False
17020,Arthenac,17,75,Arthenac (17),False
40013,Arthez-d'Armagnac,40,75,Arthez-d'Armagnac (40),False
64058,Arthez-d'Asson,64,75,Arthez-d'Asson (64),False
64057,Arthez-de-Béarn,64,75,Arthez-de-Béarn (64),False
72009,Arthezé,72,52,Arthezé (72),False
95024,Arthies,95,11,Arthies (95),False
36009,Arthon,36,24,Arthon (36),False
89019,Arthonnay,89,27,Arthonnay (89),False
42009,Arthun,42,84,Arthun (42),False
81018,Arthès,81,76,Arthès (81),False
26014,Arthémonay,26,84,Arthémonay (26),False
09019,Artigat,09,76,Artigat (09),False
83005,Artignosc-sur-Verdon,83,93,Artignosc-sur-Verdon (83),False
31019,Artigue,31,76,Artigue (31),False
64059,Artigueloutan,64,75,Artigueloutan (64),False
64060,Artiguelouve,64,75,Artiguelouve (64),False
65037,Artiguemy,65,76,Artiguemy (65),False
09020,Artigues,09,76,Artigues (09),False
11017,Artigues,11,76,Artigues (11),False
65038,Artigues,65,76,Artigues (65),False
83006,Artigues,83,93,Artigues (83),False
33013,Artigues-près-Bordeaux,33,75,Artigues-près-Bordeaux (33),False
41004,Artins,41,24,Artins (41),False
09021,Artix,09,76,Artix (09),False
64061,Artix,64,75,Artix (64),False
67011,Artolsheim,67,44,Artolsheim (67),False
63012,Artonne,63,84,Artonne (63),False
59019,Artres,59,32,Artres (59),False
68009,Artzenheim,68,44,Artzenheim (68),False
64062,Arudy,64,75,Arudy (64),False
40014,Arue,40,75,Arue (40),False
17021,Arvert,17,75,Arvert (17),False
33015,Arveyres,33,75,Arveyres (33),False
12011,Arvieu,12,76,Arvieu (12),False
05007,Arvieux,05,93,Arvieux (05),False
09022,Arvigna,09,76,Arvigna (09),False
73021,Arvillard,73,84,Arvillard (73),False
77009,Arville,77,11,Arville (77),False
80031,Arvillers,80,32,Arvillers (80),False
01453,Arvière-en-Valromey,01,84,Arvière-en-Valromey (01),False
40015,Arx,40,75,Arx (40),False
64063,Arzacq-Arraziguet,64,75,Arzacq-Arraziguet (64),False
56004,Arzal,56,53,Arzal (56),False
29002,Arzano,29,53,Arzano (29),False
58014,Arzembouy,58,27,Arzembouy (58),False
48007,Arzenc-d'Apcher,48,76,Arzenc-d'Apcher (48),False
48008,Arzenc-de-Randon,48,76,Arzenc-de-Randon (48),False
11018,Arzens,11,76,Arzens (11),False
51017,Arzillières-Neuville,51,44,Arzillières-Neuville (51),False
56005,Arzon,56,53,Arzon (56),False
57033,Arzviller,57,44,Arzviller (57),False
74014,Arâches-la-Frasse,74,84,Arâches-la-Frasse (74),False
79010,Arçais,79,75,Arçais (79),False
18008,Arçay,18,24,Arçay (18),False
86008,Arçay,86,75,Arçay (86),False
25024,Arçon,25,27,Arçon (25),False
72006,Arçonnay,72,52,Arçonnay (72),False
33011,Arès,33,75,Arès (33),False
64064,Asasp-Arros,64,75,Asasp-Arros (64),False
64065,Ascain,64,75,Ascain (64),False
64066,Ascarat,64,75,Ascarat (64),False
67012,Aschbach,67,44,Aschbach (67),False
45009,Aschères-le-Marché,45,24,Aschères-le-Marché (45),False
2B023,Asco,2B,94,Asco (2B),False
09023,Ascou,09,76,Ascou (09),False
45010,Ascoux,45,24,Ascoux (45),False
06005,Ascros,06,93,Ascros (06),False
08024,Asfeld,08,44,Asfeld (08),False
86010,Aslonnes,86,75,Aslonnes (86),False
58015,Asnan,58,27,Asnan (58),False
39022,Asnans-Beauvoisin,39,27,Asnans-Beauvoisin (39),False
14022,Asnelles,14,28,Asnelles (14),False
27021,Asnières,27,28,Asnières (27),False
14023,Asnières-en-Bessin,14,28,Asnières-en-Bessin (14),False
21026,Asnières-en-Montagne,21,27,Asnières-en-Montagne (21),False
79015,Asnières-en-Poitou,79,75,Asnières-en-Poitou (79),False
17022,Asnières-la-Giraud,17,75,Asnières-la-Giraud (17),False
21027,Asnières-lès-Dijon,21,27,Asnières-lès-Dijon (21),False
89020,Asnières-sous-Bois,89,27,Asnières-sous-Bois (89),False
86011,Asnières-sur-Blour,86,75,Asnières-sur-Blour (86),False
16019,Asnières-sur-Nouère,16,75,Asnières-sur-Nouère (16),False
95026,Asnières-sur-Oise,95,11,Asnières-sur-Oise (95),False
01023,Asnières-sur-Saône,01,84,Asnières-sur-Saône (01),False
92004,Asnières-sur-Seine,92,11,Asnières-sur-Seine (92),False
72010,Asnières-sur-Vègre,72,52,Asnières-sur-Vègre (72),False
58016,Asnois,58,27,Asnois (58),False
86012,Asnois,86,75,Asnois (86),False
57034,Aspach,57,44,Aspach (57),False
68010,Aspach,68,44,Aspach (68),False
68012,Aspach-Michelbach,68,44,Aspach-Michelbach (68),False
68011,Aspach-le-Bas,68,44,Aspach-le-Bas (68),False
31020,Aspet,31,76,Aspet (31),False
65039,Aspin-Aure,65,76,Aspin-Aure (65),False
65040,Aspin-en-Lavedan,65,76,Aspin-en-Lavedan (65),False
34013,Aspiran,34,76,Aspiran (34),False
05008,Aspremont,05,93,Aspremont (05),False
06006,Aspremont,06,93,Aspremont (06),False
05009,Aspres-lès-Corps,05,93,Aspres-lès-Corps (05),False
05010,Aspres-sur-Buëch,05,93,Aspres-sur-Buëch (05),False
31021,Aspret-Sarrat,31,76,Aspret-Sarrat (31),False
12012,Asprières,12,76,Asprières (12),False
30018,Aspères,30,76,Aspères (30),False
65041,Asque,65,76,Asque (65),False
33016,Asques,33,75,Asques (33),False
82004,Asques,82,76,Asques (82),False
89021,Asquins,89,27,Asquins (89),False
81019,Assac,81,76,Assac (81),False
80032,Assainvillers,80,32,Assainvillers (80),False
79016,Assais-les-Jumeaux,79,75,Assais-les-Jumeaux (79),False
34014,Assas,34,76,Assas (34),False
64067,Assat,64,75,Assat (64),False
37007,Assay,37,24,Assay (37),False
10013,Assenay,10,44,Assenay (10),False
10014,Assencières,10,44,Assencières (10),False
57035,Assenoncourt,57,44,Assenoncourt (57),False
59021,Assevent,59,32,Assevent (59),False
80033,Assevillers,80,32,Assevillers (80),False
46009,Assier,46,76,Assier (46),False
38017,Assieu,38,84,Assieu (38),False
34015,Assignan,34,76,Assignan (34),False
18014,Assigny,18,24,Assigny (18),False
02027,Assis-sur-Serre,02,32,Assis-sur-Serre (02),False
64068,Asson,64,75,Asson (64),False
67013,Asswiller,67,44,Asswiller (67),False
72011,Assé-le-Boisne,72,52,Assé-le-Boisne (72),False
53010,Assé-le-Bérenger,53,52,Assé-le-Bérenger (53),False
72012,Assé-le-Riboul,72,52,Assé-le-Riboul (72),False
44006,Assérac,44,52,Assérac (44),False
47015,Astaffort,47,75,Astaffort (47),False
19012,Astaillac,19,75,Astaillac (19),False
64069,Aste-Béon,64,75,Aste-Béon (64),False
07018,Astet,07,84,Astet (07),False
53011,Astillé,53,52,Astillé (53),False
64070,Astis,64,75,Astis (64),False
09024,Aston,09,76,Aston (09),False
65043,Astugue,65,76,Astugue (65),False
65042,Asté,65,76,Asté (65),False
70031,Athesans-Étroitefontaine,70,27,Athesans-Étroitefontaine (70),False
21029,Athie,21,27,Athie (21),False
89022,Athie,89,27,Athie (89),False
54026,Athienville,54,44,Athienville (54),False
62042,Athies,62,32,Athies (62),False
80034,Athies,80,32,Athies (80),False
02028,Athies-sous-Laon,02,32,Athies-sous-Laon (02),False
51018,Athis,51,44,Athis (51),False
91027,Athis-Mons,91,11,Athis-Mons (91),False
61007,Athis-Val de Rouvre,61,28,Athis-Val de Rouvre (61),False
64071,Athos-Aspis,64,75,Athos-Aspis (64),False
21028,Athée,21,27,Athée (21),False
53012,Athée,53,52,Athée (53),False
37008,Athée-sur-Cher,37,24,Athée-sur-Cher (37),False
95028,Attainville,95,11,Attainville (95),False
52021,Attancourt,52,44,Attancourt (52),False
68013,Attenschwiller,68,44,Attenschwiller (68),False
59022,Attiches,59,32,Attiches (59),False
60025,Attichy,60,32,Attichy (60),False
01024,Attignat,01,84,Attignat (01),False
73022,Attignat-Oncin,73,84,Attignat-Oncin (73),False
08025,Attigny,08,44,Attigny (08),False
88016,Attigny,88,44,Attigny (88),False
88015,Attignéville,88,44,Attignéville (88),False
57036,Attilloncourt,57,44,Attilloncourt (57),False
02029,Attilly,02,32,Attilly (02),False
62044,Attin,62,32,Attin (62),False
54027,Atton,54,44,Atton (54),False
45011,Attray,45,24,Attray (45),False
70032,Attricourt,70,27,Attricourt (70),False
40016,Aubagnan,40,75,Aubagnan (40),False
13005,Aubagne,13,93,Aubagne (13),False
21030,Aubaine,21,27,Aubaine (21),False
30019,Aubais,30,76,Aubais (30),False
65044,Aubarède,65,76,Aubarède (65),False
24014,Aubas,24,75,Aubas (24),False
43011,Aubazat,43,84,Aubazat (43),False
19013,Aubazines,19,75,Aubazines (19),False
57037,Aube,57,44,Aube (57),False
61008,Aube,61,28,Aube (61),False
07019,Aubenas,07,84,Aubenas (07),False
04012,Aubenas-les-Alpes,04,93,Aubenas-les-Alpes (04),False
26015,Aubenasson,26,84,Aubenasson (26),False
59023,Aubencheul-au-Bac,59,32,Aubencheul-au-Bac (59),False
02030,Aubencheul-aux-Bois,02,32,Aubencheul-aux-Bois (02),False
02031,Aubenton,02,32,Aubenton (02),False
77010,Aubepierre-Ozouer-le-Repos,77,11,Aubepierre-Ozouer-le-Repos (77),False
52022,Aubepierre-sur-Aube,52,44,Aubepierre-sur-Aube (52),False
59024,Auberchicourt,59,32,Auberchicourt (59),False
80035,Aubercourt,80,32,Aubercourt (80),False
78029,Aubergenville,78,11,Aubergenville (78),False
52023,Auberive,52,44,Auberive (52),False
38018,Auberives-en-Royans,38,84,Auberives-en-Royans (38),False
38019,Auberives-sur-Varèze,38,84,Auberives-sur-Varèze (38),False
76030,Aubermesnil-Beaumais,76,28,Aubermesnil-Beaumais (76),False
76029,Aubermesnil-aux-Érables,76,28,Aubermesnil-aux-Érables (76),False
59025,Aubers,59,32,Aubers (59),False
64072,Aubertin,64,75,Aubertin (64),False
14024,Auberville,14,28,Auberville (14),False
76032,Auberville-la-Manuel,76,28,Auberville-la-Manuel (76),False
76033,Auberville-la-Renault,76,28,Auberville-la-Renault (76),False
93001,Aubervilliers,93,11,Aubervilliers (93),False
05039,Aubessagne,05,93,Aubessagne (05),False
10015,Aubeterre,10,44,Aubeterre (10),False
16020,Aubeterre-sur-Dronne,16,75,Aubeterre-sur-Dronne (16),False
33017,Aubiac,33,75,Aubiac (33),False
47016,Aubiac,47,75,Aubiac (47),False
63013,Aubiat,63,84,Aubiat (63),False
32012,Aubiet,32,76,Aubiet (32),False
84004,Aubignan,84,93,Aubignan (84),False
07020,Aubignas,07,84,Aubignas (07),False
04013,Aubignosc,04,93,Aubignosc (04),False
03009,Aubigny,03,84,Aubigny (03),False
14025,Aubigny,14,28,Aubigny (14),False
79019,Aubigny,79,75,Aubigny (79),False
80036,Aubigny,80,32,Aubigny (80),False
85008,Aubigny-Les Clouzeaux,85,52,Aubigny-Les Clouzeaux (85),False
59026,Aubigny-au-Bac,59,32,Aubigny-au-Bac (59),False
02032,Aubigny-aux-Kaisnes,02,32,Aubigny-aux-Kaisnes (02),False
62045,Aubigny-en-Artois,62,32,Aubigny-en-Artois (62),False
02033,Aubigny-en-Laonnois,02,32,Aubigny-en-Laonnois (02),False
21031,Aubigny-en-Plaine,21,27,Aubigny-en-Plaine (21),False
21032,Aubigny-la-Ronce,21,27,Aubigny-la-Ronce (21),False
08026,Aubigny-les-Pothées,08,44,Aubigny-les-Pothées (08),False
21033,Aubigny-lès-Sombernon,21,27,Aubigny-lès-Sombernon (21),False
18015,Aubigny-sur-Nère,18,24,Aubigny-sur-Nère (18),False
35007,Aubigné,35,53,Aubigné (35),False
79018,Aubigné,79,75,Aubigné (79),False
72013,Aubigné-Racan,72,52,Aubigné-Racan (72),False
49012,Aubigné-sur-Layon,49,52,Aubigné-sur-Layon (49),False
51020,Aubilly,51,44,Aubilly (51),False
12013,Aubin,12,76,Aubin (12),False
64073,Aubin,64,75,Aubin (64),False
62046,Aubin-Saint-Vaast,62,32,Aubin-Saint-Vaast (62),False
18016,Aubinges,18,24,Aubinges (18),False
63014,Aubière,63,84,Aubière (63),False
08027,Auboncourt-Vauzelles,08,44,Auboncourt-Vauzelles (08),False
25029,Aubonne,25,27,Aubonne (25),False
30020,Aubord,30,76,Aubord (30),False
64074,Aubous,64,75,Aubous (64),False
54028,Auboué,54,44,Auboué (54),False
26016,Aubres,26,84,Aubres (26),False
08028,Aubrives,08,44,Aubrives (08),False
62047,Aubrometz,62,32,Aubrometz (62),False
59027,Aubry-du-Hainaut,59,32,Aubry-du-Hainaut (59),False
61010,Aubry-le-Panthou,61,28,Aubry-le-Panthou (61),False
55014,Aubréville,55,44,Aubréville (55),False
68014,Aubure,68,44,Aubure (68),False
30021,Aubussargues,30,76,Aubussargues (30),False
23008,Aubusson,23,75,Aubusson (23),False
61011,Aubusson,61,28,Aubusson (61),False
63015,Aubusson-d'Auvergne,63,84,Aubusson-d'Auvergne (63),False
80037,Aubvillers,80,32,Aubvillers (80),False
59028,Auby,59,32,Auby (59),False
76028,Aubéguimont,76,28,Aubéguimont (76),False
51019,Aubérive,51,44,Aubérive (51),False
22003,Aucaleuc,22,53,Aucaleuc (22),False
31022,Aucamville,31,76,Aucamville (31),False
82005,Aucamville,82,76,Aucamville (82),False
09025,Aucazein,09,76,Aucazein (09),False
26017,Aucelon,26,84,Aucelon (26),False
50019,Aucey-la-Plaine,50,28,Aucey-la-Plaine (50),False
32013,Auch,32,76,Auch (32),False
85009,Auchay-sur-Vendée,85,52,Auchay-sur-Vendée (85),False
62048,Auchel,62,32,Auchel (62),False
80038,Auchonvillers,80,32,Auchonvillers (80),False
62049,Auchy-au-Bois,62,32,Auchy-au-Bois (62),False
60026,Auchy-la-Montagne,60,32,Auchy-la-Montagne (60),False
62051,Auchy-les-Mines,62,32,Auchy-les-Mines (62),False
59029,Auchy-lez-Orchies,59,32,Auchy-lez-Orchies (59),False
62050,Auchy-lès-Hesdin,62,32,Auchy-lès-Hesdin (62),False
65045,Aucun,65,76,Aucun (65),False
64075,Audaux,64,75,Audaux (64),False
39024,Audelange,39,27,Audelange (39),False
52025,Audeloncourt,52,44,Audeloncourt (52),False
62052,Audembert,62,32,Audembert (62),False
33019,Audenge,33,75,Audenge (33),False
03010,Audes,03,84,Audes (03),False
25030,Audeux,25,27,Audeux (25),False
45012,Audeville,45,24,Audeville (45),False
29003,Audierne,29,53,Audierne (29),False
02034,Audignicourt,02,32,Audignicourt (02),False
59031,Audignies,59,32,Audignies (59),False
40017,Audignon,40,75,Audignon (40),False
02035,Audigny,02,32,Audigny (02),False
25031,Audincourt,25,27,Audincourt (25),False
62053,Audincthun,62,32,Audincthun (62),False
62054,Audinghen,62,32,Audinghen (62),False
40018,Audon,40,75,Audon (40),False
50021,Audouville-la-Hubert,50,28,Audouville-la-Hubert (50),False
62055,Audrehem,62,32,Audrehem (62),False
09026,Audressein,09,76,Audressein (09),False
62056,Audresselles,62,32,Audresselles (62),False
14026,Audrieu,14,28,Audrieu (14),False
24015,Audrix,24,75,Audrix (24),False
62057,Audruicq,62,32,Audruicq (62),False
54029,Audun-le-Roman,54,44,Audun-le-Roman (54),False
57038,Audun-le-Tiche,57,44,Audun-le-Tiche (57),False
78030,Auffargis,78,11,Auffargis (78),False
77011,Aufferville,77,11,Aufferville (77),False
78031,Auffreville-Brasseuil,78,11,Auffreville-Brasseuil (78),False
08029,Auflance,08,44,Auflance (08),False
64077,Auga,64,75,Auga (64),False
56006,Augan,56,53,Augan (56),False
08030,Auge,08,44,Auge (08),False
23009,Auge,23,75,Auge (23),False
39025,Augea,39,27,Augea (39),False
60027,Auger-Saint-Vincent,60,32,Auger-Saint-Vincent (60),False
39026,Augerans,39,27,Augerans (39),False
63016,Augerolles,63,84,Augerolles (63),False
77012,Augers-en-Brie,77,11,Augers-en-Brie (77),False
45013,Augerville-la-Rivière,45,24,Augerville-la-Rivière (45),False
70035,Augicourt,70,27,Augicourt (70),False
24016,Augignac,24,75,Augignac (24),False
09027,Augirein,09,76,Augirein (09),False
39027,Augisey,39,27,Augisey (39),False
63017,Augnat,63,84,Augnat (63),False
32014,Augnax,32,76,Augnax (32),False
87004,Augne,87,75,Augne (87),False
57039,Augny,57,44,Augny (57),False
61012,Auguaise,61,28,Auguaise (61),False
02036,Augy,02,32,Augy (02),False
89023,Augy,89,27,Augy (89),False
18017,Augy-sur-Aubois,18,24,Augy-sur-Aubois (18),False
23010,Augères,23,75,Augères (23),False
79020,Augé,79,75,Augé (79),False
17023,Aujac,17,75,Aujac (17),False
30022,Aujac,30,76,Aujac (30),False
32015,Aujan-Mournède,32,76,Aujan-Mournède (32),False
30023,Aujargues,30,76,Aujargues (30),False
52027,Aujeurres,52,44,Aujeurres (52),False
46010,Aujols,46,76,Aujols (46),False
26018,Aulan,26,84,Aulan (26),False
30024,Aulas,30,76,Aulas (30),False
63160,Aulhat-Flat,63,84,Aulhat-Flat (63),False
2A024,Aullène,2A,94,Aullène (2A),False
63019,Aulnat,63,84,Aulnat (63),False
10017,Aulnay,10,44,Aulnay (10),False
17024,Aulnay,17,75,Aulnay (17),False
86013,Aulnay,86,75,Aulnay (86),False
51022,Aulnay-l'Aître,51,44,Aulnay-l'Aître (51),False
45014,Aulnay-la-Rivière,45,24,Aulnay-la-Rivière (45),False
93005,Aulnay-sous-Bois,93,11,Aulnay-sous-Bois (93),False
27023,Aulnay-sur-Iton,27,28,Aulnay-sur-Iton (27),False
51023,Aulnay-sur-Marne,51,44,Aulnay-sur-Marne (51),False
78033,Aulnay-sur-Mauldre,78,11,Aulnay-sur-Mauldre (78),False
88017,Aulnois,88,44,Aulnois (88),False
55015,Aulnois-en-Perthois,55,44,Aulnois-en-Perthois (55),False
02037,Aulnois-sous-Laon,02,32,Aulnois-sous-Laon (02),False
57040,Aulnois-sur-Seille,57,44,Aulnois-sur-Seille (57),False
77013,Aulnoy,77,11,Aulnoy (77),False
59032,Aulnoy-lez-Valenciennes,59,32,Aulnoy-lez-Valenciennes (59),False
52028,Aulnoy-sur-Aube,52,44,Aulnoy-sur-Aube (52),False
59033,Aulnoye-Aymeries,59,32,Aulnoye-Aymeries (59),False
23011,Aulon,23,75,Aulon (23),False
31023,Aulon,31,76,Aulon (31),False
65046,Aulon,65,76,Aulon (65),False
09296,Aulos-Sinsat,09,76,Aulos-Sinsat (09),False
80039,Ault,80,32,Ault (80),False
09029,Aulus-les-Bains,09,76,Aulus-les-Bains (09),False
70036,Aulx-lès-Cromary,70,27,Aulx-lès-Cromary (70),False
17025,Aumagne,17,75,Aumagne (17),False
76035,Aumale,76,28,Aumale (76),False
34016,Aumelas,34,76,Aumelas (34),False
62058,Aumerval,62,32,Aumerval (62),False
34017,Aumes,34,76,Aumes (34),False
30025,Aumessas,30,76,Aumessas (30),False
57041,Aumetz,57,44,Aumetz (57),False
50022,Aumeville-Lestre,50,28,Aumeville-Lestre (50),False
39028,Aumont,39,27,Aumont (39),False
80041,Aumont,80,32,Aumont (80),False
60028,Aumont-en-Halatte,60,32,Aumont-en-Halatte (60),False
39029,Aumur,39,27,Aumur (39),False
80040,Aumâtre,80,32,Aumâtre (80),False
51025,Auménancourt,51,44,Auménancourt (51),False
16023,Aunac-sur-Charente,16,75,Aunac-sur-Charente (16),False
11019,Aunat,11,76,Aunat (11),False
58017,Aunay-en-Bazois,58,27,Aunay-en-Bazois (58),False
61013,Aunay-les-Bois,61,28,Aunay-les-Bois (61),False
28013,Aunay-sous-Auneau,28,24,Aunay-sous-Auneau (28),False
28014,Aunay-sous-Crécy,28,24,Aunay-sous-Crécy (28),False
28015,Auneau-Bleury-Saint-Symphorien,28,24,Auneau-Bleury-Saint-Symphorien (28),False
60029,Auneuil,60,32,Auneuil (60),False
61014,Aunou-le-Faucon,61,28,Aunou-le-Faucon (61),False
61015,Aunou-sur-Orne,61,28,Aunou-sur-Orne (61),False
76036,Auppegard,76,28,Auppegard (76),False
83007,Aups,83,93,Aups (83),False
47017,Auradou,47,75,Auradou (47),False
32016,Auradé,32,76,Auradé (32),False
31024,Auragne,31,76,Auragne (31),False
56007,Auray,56,53,Auray (56),False
08031,Aure,08,44,Aure (08),False
14591,Aure sur Mer,14,28,Aure sur Mer (14),False
43012,Aurec-sur-Loire,43,84,Aurec-sur-Loire (43),False
87005,Aureil,87,75,Aureil (87),False
40019,Aureilhan,40,75,Aureilhan (40),False
65047,Aureilhan,65,76,Aureilhan (65),False
13006,Aureille,13,93,Aureille (13),False
26019,Aurel,26,84,Aurel (26),False
84005,Aurel,84,93,Aurel (84),False
32017,Aurensan,32,76,Aurensan (32),False
65048,Aurensan,65,76,Aurensan (65),False
31025,Aureville,31,76,Aureville (31),False
11020,Auriac,11,76,Auriac (11),False
19014,Auriac,19,75,Auriac (19),False
64078,Auriac,64,75,Auriac (64),False
12015,Auriac-Lagast,12,76,Auriac-Lagast (12),False
24018,Auriac-du-Périgord,24,75,Auriac-du-Périgord (24),False
15013,Auriac-l'Église,15,84,Auriac-l'Église (15),False
47018,Auriac-sur-Dropt,47,75,Auriac-sur-Dropt (47),False
31026,Auriac-sur-Vendinelle,31,76,Auriac-sur-Vendinelle (31),False
23012,Auriat,23,75,Auriat (23),False
31027,Auribail,31,76,Auribail (31),False
84006,Auribeau,84,93,Auribeau (84),False
06007,Auribeau-sur-Siagne,06,93,Auribeau-sur-Siagne (06),False
40020,Aurice,40,75,Aurice (40),False
31028,Aurignac,31,76,Aurignac (31),False
15014,Aurillac,15,84,Aurillac (15),False
32018,Aurimont,32,76,Aurimont (32),False
31029,Aurin,31,76,Aurin (31),False
13007,Auriol,13,93,Auriol (13),False
33020,Auriolles,33,75,Auriolles (33),False
64079,Aurions-Idernes,64,75,Aurions-Idernes (64),False
38020,Auris,38,84,Auris (38),False
63020,Aurières,63,84,Aurières (63),False
65049,Auriébat,65,76,Auriébat (65),False
13008,Aurons,13,93,Aurons (13),False
33021,Auros,33,75,Auros (33),False
48010,Auroux,48,76,Auroux (48),False
